title,F,M
"Breakfast Club, The (1985)",3.9785714285714286,3.8427167113494187
Breakfast at Tiffany's (1961),4.044728434504792,3.7906336088154267
Breakfast of Champions (1999),3.0,2.976744186046512
Breaking Away (1979),4.066176470588236,4.0859375
Breaking the Waves (1996),3.9,3.785310734463277
Breathless (1983),2.9117647058823533,2.7157894736842105
Brenda Starr (1989),1.5,1.0
Bride of Chucky (1998),2.566666666666667,2.3162393162393164
Bride of Frankenstein (1935),3.7954545454545454,3.9418604651162785
Bride of Re-Animator (1990),2.4285714285714284,2.9482758620689653
Bride of the Monster (1956),2.6,2.8571428571428568
"Bridge at Remagen, The (1969)",2.75,3.615384615384616
"Bridge on the River Kwai, The (1957)",4.304964539007091,4.401505646173148
"Bridges of Madison County, The (1995)",3.3043478260869565,3.167487684729064
Brief Encounter (1946),4.225806451612904,4.014705882352942
Brighton Beach Memoirs (1986),3.363636363636364,3.4654088050314464
Bring It On (2000),3.3924050632911382,3.212903225806452
Bringing Out the Dead (1999),3.0086206896551726,3.08843537414966
Bringing Up Baby (1938),4.209876543209877,4.143426294820717
Broadcast News (1987),3.7633587786259537,3.740037950664137
Broadway Damage (1997),3.0,4.0
"Broadway Melody, The (1929)",3.6666666666666665,2.764705882352941
Brokedown Palace (1999),3.3125,2.7235772357723578
Broken Arrow (1996),2.7448979591836733,2.9
Broken English (1996),3.0,3.4
"Broken Hearts Club, The (2000)",3.4615384615384617,3.298245614035088
Broken Vessels (1998),,3.0
Bronco Billy (1980),2.9230769230769234,2.806666666666666
"Bronx Tale, A (1993)",3.8545454545454554,3.9519230769230766
Brother Minister: The Assassination of Malcolm X (1994),4.0,3.6666666666666665
"Brother from Another Planet, The (1984)",3.5116279069767438,3.600985221674877
"Brother's Kiss, A (1997)",,2.5
"Brother, Can You Spare a Dime? (1975)",5.0,3.6428571428571432
"Brothers McMullen, The (1995)",3.4461538461538463,3.3696369636963697
Brothers in Trouble (1995),2.0,2.0
Brown's Requiem (1998),2.5,3.0
"Browning Version, The (1994)",3.5882352941176467,3.5294117647058822
Buck and the Preacher (1972),3.0,2.5
Buddy (1997),2.9166666666666665,2.7916666666666665
"Buddy Holly Story, The (1978)",3.7021276595744683,3.684210526315789
Buena Vista Social Club (1999),4.1645569620253164,4.0
Buffalo 66 (1998),3.608247422680413,3.46692607003891
Buffy the Vampire Slayer (1992),3.176,3.0645994832041343
"Bug's Life, A (1998)",3.927505330490405,3.826580226904377
Bull Durham (1988),3.886363636363636,3.8219013237063777
Bulletproof (1996),3.2222222222222223,2.9157894736842107
Bullets Over Broadway (1994),3.681159420289855,3.7066246056782335
Bulworth (1998),3.418181818181818,3.4408817635270537
Burglar (1987),2.782608695652174,2.3384615384615386
Burnt By the Sun (Utomlyonnye solntsem) (1994),4.069767441860465,4.05
Burnt Offerings (1976),2.5,2.9302325581395348
Bushwhacked (1995),2.0,1.8888888888888888
Bustin' Loose (1981),2.583333333333333,3.027027027027027
But I'm a Cheerleader (1999),3.3492063492063493,3.1983471074380163
Butch Cassidy and the Sundance Kid (1969),4.175862068965517,4.225863596102746
"Butcher Boy, The (1998)",3.5675675675675675,3.483050847457627
"Butcher's Wife, The (1991)",2.9,2.847619047619048
Butterfly (La Lengua de las Mariposas) (2000),4.0,3.787234042553192
Butterfly Kiss (1995),,3.25
"Bye Bye, Love (1995)",2.8846153846153846,3.09375
Bye-Bye (1995),,4.0
Cabaret (1972),4.0256410256410255,3.8362369337979083
Cabaret Balkan (Bure Baruta) (1998),4.0,3.5
Cabin Boy (1994),2.0769230769230766,2.45945945945946
"Cabinet of Dr. Ramirez, The (1991)",3.0,4.0
"Cable Guy, The (1996)",2.25,2.8637873754152823
Caddyshack (1980),3.3961352657004826,3.9697368421052635
Calendar Girl (1993),2.6666666666666665,2.2666666666666666
Caligula (1980),2.7058823529411766,2.555555555555556
"Callejón de los milagros, El (1995)",,4.5
Can't Hardly Wait (1998),3.2352941176470584,3.2401960784313726
Canadian Bacon (1994),2.896551724137931,2.7025316455696204
"Candidate, The (1972)",3.736842105263158,3.689655172413793
Candleshoe (1977),3.7307692307692313,3.3571428571428568
Candyman (1992),2.9411764705882355,2.8957345971563977
Candyman: Farewell to the Flesh (1995),2.3157894736842106,2.202702702702702
Cape Fear (1962),3.938144329896907,3.9166666666666665
Cape Fear (1991),3.668831168831169,3.671669793621013
Captain Horatio Hornblower (1951),3.5625,3.786516853932584
Captives (1994),4.0,3.0
Career Girls (1997),3.333333333333333,3.5217391304347827
Careful (1992),3.5,3.5384615384615383
Carlito's Way (1993),3.3404255319148937,3.7422360248447206
Carmen (1984),4.0,4.2631578947368425
Carmen Miranda: Bananas Is My Business (1994),3.5,2.5
Carnal Knowledge (1971),3.6585365853658534,3.6239999999999997
Carnival of Souls (1962),3.388888888888889,3.49438202247191
Carnosaur (1993),1.8571428571428568,1.7142857142857142
Carnosaur 2 (1995),1.0,1.5217391304347827
Carnosaur 3: Primal Species (1996),1.0,1.0666666666666669
Carpool (1996),2.6666666666666665,2.142857142857143
Carrie (1976),3.6503496503496495,3.5896226415094334
Carried Away (1996),4.0,2.6666666666666665
"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",,1.6666666666666667
Carrington (1995),3.25,3.3823529411764706
Casablanca (1942),4.300990099009901,4.461340206185566
Casino (1995),3.609022556390977,3.837887067395264
Casper (1995),3.2911392405063293,2.844444444444445
"Castaway Cowboy, The (1974)",,4.0
Castle Freak (1995),1.75,1.8333333333333333
"Castle, The (1997)",4.076923076923077,3.8181818181818175
Cat Ballou (1965),3.6,3.688372093023256
Cat People (1982),3.2647058823529416,3.164285714285714
"Cat from Outer Space, The (1978)",3.046511627906977,2.8645161290322583
Cat on a Hot Tin Roof (1958),4.046296296296297,4.049079754601227
Cat's Eye (1985),2.6785714285714284,2.9477611940298507
Catfish in Black Bean Sauce (2000),2.875,2.571428571428572
Cats Don't Dance (1997),3.0769230769230766,2.2916666666666665
Catwalk (1995),2.0,3.2
Caught (1996),3.5,3.2777777777777777
Cavalcade (1933),2.5,3.333333333333333
Cecil B. Demented (2000),3.363636363636364,3.0638297872340425
"Celebration, The (Festen) (1998)",4.307692307692308,4.307692307692308
Celebrity (1998),2.52,3.0281690140845066
Celestial Clockwork (1994),4.333333333333333,3.1428571428571432
"Cell, The (2000)",3.194029850746269,3.278625954198473
"Celluloid Closet, The (1995)",4.0,4.0813953488372094
Celtic Pride (1996),2.6,2.3043478260869565
"Cement Garden, The (1993)",3.5,3.0526315789473686
Cemetery Man (Dellamorte Dellamore) (1994),3.1666666666666665,3.397590361445783
Center Stage (2000),3.3789473684210525,3.218390804597701
Central Station (Central do Brasil) (1998),4.3478260869565215,4.235772357723577
Century (1993),,2.0
Chain Reaction (1996),2.861111111111111,2.6169154228855716
Chain of Fools (2000),3.0,
Chairman of the Board (1998),2.5,1.9090909090909087
"Chamber, The (1996)",3.0434782608695654,3.109090909090909
"Chambermaid on the Titanic, The (1998)",3.4285714285714284,3.1538461538461537
"Champ, The (1979)",3.2142857142857144,2.8666666666666667
Character (Karakter) (1997),3.5,3.9
Charade (1963),4.31404958677686,4.097297297297297
Chariots of Fire (1981),3.843373493975904,3.77991452991453
"Charlie, the Lonesome Cougar (1967)",3.2857142857142856,3.0625
Charlotte's Web (1973),3.972972972972973,3.7593123209169055
Chasers (1994),2.0,2.3076923076923075
Chasing Amy (1997),3.6044776119402986,3.8452722063037252
Cheetah (1989),1.0,
Chicken Run (2000),3.885558583106267,3.8773388773388775
Child's Play (1988),2.5581395348837206,2.7346938775510203
Child's Play 2 (1990),2.227272727272727,2.09009009009009
Child's Play 3 (1992),2.0,1.868421052631579
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",4.407407407407407,3.9705882352941178
Children of Paradise (Les enfants du paradis) (1945),4.138888888888889,4.21875
Children of a Lesser God (1986),3.888,3.79126213592233
Children of the Corn (1984),2.555555555555556,2.4134078212290504
Children of the Corn II: The Final Sacrifice (1993),1.5555555555555556,1.837209302325581
Children of the Corn III (1994),1.9090909090909087,1.8235294117647056
Children of the Corn IV: The Gathering (1996),2.4,1.59375
Children of the Damned (1963),2.962962962962963,3.2293577981651382
Children of the Revolution (1996),3.8666666666666663,3.5675675675675675
Chill Factor (1999),2.142857142857143,2.591836734693877
Chinatown (1974),4.254901960784314,4.3623655913978485
Chinese Box (1997),3.2142857142857144,2.8695652173913038
Choices (1981),,2.0
Chopping Mall (a.k.a. Killbots) (1986),1.6,2.0294117647058822
Christine (1983),3.117647058823529,3.0495495495495497
"Christmas Carol, A (1938)",3.8333333333333335,4.0703125
"Christmas Story, A (1983)",4.278592375366569,4.225519287833828
Christmas Vacation (1989),3.3162393162393164,3.6683417085427137
Chuck & Buck (2000),3.1818181818181817,3.3181818181818183
Chungking Express (1994),3.8717948717948723,3.8684210526315783
Chushingura (1962),3.0,4.111111111111111
"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",4.125,3.1538461538461537
"Cider House Rules, The (1999)",3.9863013698630136,3.9369918699186988
Cimarron (1931),3.2857142857142856,3.4090909090909087
Cinderella (1950),3.96875,3.620396600566573
Cinema Paradiso (1988),4.317535545023697,4.272277227722772
Circle of Friends (1995),3.6666666666666665,3.3664122137404577
Circus (2000),1.0,2.0
"Circus, The (1928)",4.0,3.952380952380953
Citizen Kane (1941),4.332142857142856,4.407894736842105
Citizen Ruth (1996),3.7692307692307687,3.723404255319149
Citizen's Band (a.k.a. Handle with Care) (1977),3.75,3.3076923076923075
City Hall (1996),2.571428571428572,3.1588785046728973
City Lights (1931),4.452054794520548,4.363636363636363
City Slickers II: The Legend of Curly's Gold (1994),2.602409638554217,2.5728155339805827
City of Angels (1998),3.410958904109589,3.2090909090909085
City of Industry (1997),3.0,3.272727272727273
"City of Lost Children, The (1995)",4.073529411764706,4.059701492537314
City of the Living Dead (Paura nella città dei morti viventi) (1980),,3.0
"City, The (1998)",4.5,3.25
"Civil Action, A (1998)",3.391891891891892,3.3491379310344827
"Clan of the Cave Bear, The (1986)",2.5737704918032787,2.541176470588235
Clara's Heart (1988),3.3529411764705883,2.90625
Class (1983),2.806451612903226,2.76530612244898
Class Reunion (1982),2.0,2.263157894736842
Class of Nuke 'Em High (1986),2.6666666666666665,2.272727272727273
Clay Pigeons (1998),3.484848484848485,3.4130434782608696
Clean Slate (1994),2.6,2.8421052631578947
Clean Slate (Coup de Torchon) (1981),5.0,3.8571428571428568
Clear and Present Danger (1994),3.615384615384616,3.751157407407408
Cleo From 5 to 7 (Cléo de 5 à 7) (1962),3.0,3.733333333333333
Clerks (1994),3.746875,4.0054945054945055
"Client, The (1994)",3.5087719298245608,3.3343023255813957
Cliffhanger (1993),3.055555555555556,3.0889261744966436
Clockers (1995),3.3125,3.28
Clockwatchers (1997),3.39344262295082,3.4077669902912615
"Clockwork Orange, A (1971)",3.7570093457943927,4.145812807881773
Close Encounters of the Third Kind (1977),3.903654485049834,4.043478260869565
"Close Shave, A (1995)",4.644444444444446,4.473794549266247
"Closer You Get, The (2000)",4.0,
Clue (1985),3.3650793650793656,3.201892744479496
Clueless (1995),3.8270042194092833,3.51463963963964
Cobb (1994),2.875,3.2203389830508478
Cobra (1925),4.0,1.5
Cocoon (1985),3.654708520179372,3.504469987228608
Cocoon: The Return (1988),2.82,2.45933014354067
Cold Comfort Farm (1995),3.851851851851852,3.7132352941176467
Cold Fever (Á köldum klaka) (1994),4.2,4.181818181818182
Coldblooded (1995),5.0,3.5882352941176467
"Collectionneuse, La (1967)",,3.25
"Colonel Chabert, Le (1994)",4.0,3.5384615384615383
Color Me Blood Red (1965),,2.8
"Color Purple, The (1985)",4.15819209039548,3.6593406593406588
"Color of Money, The (1986)",3.310810810810811,3.5018587360594795
Color of Night (1994),2.68,2.646551724137931
"Color of Paradise, The (Rang-e Khoda) (1999)",4.047619047619048,3.886363636363636
Coma (1978),3.3529411764705883,3.381818181818182
Come See the Paradise (1990),3.111111111111111,3.3125
Coming Apart (1969),4.0,2.0
Coming Home (1978),3.8135593220338975,3.6764705882352944
Commandments (1997),2.25,2.5454545454545454
"Commitments, The (1991)",3.8488372093023258,3.823834196891192
Committed (2000),3.5454545454545454,2.6666666666666665
Communion (1989),2.5789473684210527,2.792079207920792
"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",3.375,2.7
"Computer Wore Tennis Shoes, The (1970)",3.1333333333333333,2.8877551020408165
Con Air (1997),3.3796791443850265,3.2385919165580184
Conan the Barbarian (1982),3.125,3.4695121951219514
Conceiving Ada (1997),3.333333333333333,3.5
"Concorde: Airport '79, The (1979)",1.7142857142857142,1.9333333333333331
Condition Red (1995),4.0,
Condorman (1981),2.96,2.6083333333333334
Coneheads (1993),2.597938144329897,2.6077981651376145
"Confessional, The (Le Confessionnal) (1995)",1.0,3.0
"Conformist, The (Il Conformista) (1970)",4.285714285714286,4.209302325581397
Congo (1995),2.347368421052632,2.217021276595745
Conquest of the Planet of the Apes (1972),2.679245283018868,2.8721311475409834
Conspiracy Theory (1997),3.4635416666666665,3.3877221324717284
Contact (1997),3.6902356902356894,3.7898617511520736
Contempt (Le Mépris) (1963),4.0,3.6666666666666665
"Contender, The (2000)",3.761904761904762,3.7879858657243815
"Convent, The (Convento, O) (1995)",,3.0
"Conversation, The (1974)",4.1875,4.266106442577032
Coogan's Bluff (1968),2.833333333333333,3.3823529411764706
"Cook the Thief His Wife & Her Lover, The (1989)",3.4363636363636365,3.3146853146853146
Cookie's Fortune (1999),3.51948051948052,3.651898734177215
"Cool Dry Place, A (1998)",3.3,3.571428571428572
Cool Hand Luke (1967),4.073863636363637,4.295755968169761
Cool Runnings (1993),3.282051282051282,3.2218181818181817
Cool as Ice (1991),1.3333333333333333,2.2222222222222223
Cop Land (1997),3.2758620689655173,3.3777777777777778
Cops and Robbersons (1994),2.4166666666666665,1.9615384615384612
Copycat (1995),3.4433962264150937,3.3125
"Corrina, Corrina (1994)",3.523489932885906,3.092592592592593
"Corruptor, The (1999)",3.0416666666666665,3.0303030303030303
Cosi (1996),3.75,3.9375
Cotton Mary (1999),3.0,3.0
"Couch in New York, A (1996)",3.4615384615384617,2.4545454545454546
Country (1984),3.6666666666666665,3.2916666666666665
Country Life (1994),5.0,2.0
Courage Under Fire (1996),3.52991452991453,3.561728395061728
Cousin Bette (1998),3.0,3.227272727272727
"Cowboy Way, The (1994)",2.896551724137931,2.5609756097560976
Coyote Ugly (2000),2.819672131147541,2.7357142857142858
"Cradle Will Rock, The (1999)",3.217391304347826,3.437125748502994
"Craft, The (1996)",3.247524752475248,3.034920634920635
Crash (1996),2.4242424242424243,2.861111111111111
Crazy in Alabama (1999),3.071428571428572,2.838709677419355
Creature Comforts (1990),4.513888888888889,4.272277227722772
"Creature From the Black Lagoon, The (1954)",3.1219512195121952,3.2857142857142856
Creepshow (1982),2.9838709677419355,3.1870129870129866
Creepshow 2 (1987),2.3076923076923075,2.56043956043956
"Crew, The (2000)",2.0,2.4838709677419355
Crime and Punishment in Suburbia (2000),2.8,2.782608695652174
Crimes and Misdemeanors (1989),3.9736842105263164,4.07514450867052
Crimes of the Heart (1986),3.452380952380953,3.45945945945946
Criminal Lovers (Les Amants Criminels) (1999),,2.333333333333333
"Crimson Pirate, The (1952)",3.692307692307693,3.566666666666667
Crimson Tide (1995),3.601449275362319,3.750803858520901
Critical Care (1997),2.7777777777777777,2.75
Crocodile Dundee (1986),3.3457943925233646,3.4512893982808017
Crocodile Dundee II (1988),2.7142857142857144,2.6037151702786376
Cronos (1992),2.833333333333333,3.163636363636364
Crooklyn (1994),3.4444444444444446,3.0
Cross of Iron (1977),4.0,3.731707317073171
Crossfire (1947),3.4545454545454546,3.7916666666666665
"Crossing Guard, The (1995)",2.8571428571428568,3.3255813953488373
Croupier (1998),4.142857142857143,3.9944134078212286
"Crow, The (1994)",3.2291666666666665,3.498305084745762
"Crow: City of Angels, The (1996)",2.5185185185185186,2.1388888888888893
"Crow: Salvation, The (2000)",1.0,2.0
"Crucible, The (1996)",3.0731707317073167,3.2537313432835817
"Crude Oasis, The (1995)",3.0,1.0
Cruel Intentions (1999),3.1605839416058394,3.2417061611374414
"Cruise, The (1998)",4.2,3.9
Crumb (1994),3.936936936936937,4.1
"Crush, The (1993)",2.6923076923076925,2.7142857142857144
"Cry in the Dark, A (1988)",3.3939393939393936,3.636363636363636
"Cry, the Beloved Country (1995)",4.285714285714286,3.625
"Crying Game, The (1992)",3.8690176322418135,3.6658653846153846
Cube (1997),3.53125,3.4577114427860702
Cujo (1983),2.8222222222222224,2.71
"Cup, The (Phörpa) (1999)",3.75,3.634146341463415
Curdled (1996),3.8,2.8
"Cure, The (1995)",2.9090909090909087,3.4545454545454546
"Curse of Frankenstein, The (1957)",3.0,2.911111111111111
Curse of the Puppet Master (1998),2.2,1.619047619047619
Cutter's Way (1981),3.1818181818181817,3.46875
Cutthroat Island (1995),3.2,2.3412698412698414
"Cutting Edge, The (1992)",3.3404255319148937,3.2358490566037736
Cyclo (1995),4.428571428571429,3.4347826086956523
Cyrano de Bergerac (1990),3.948905109489051,3.845132743362832
